timestamp,image_name,exif_image_width,exif_image_height,labels,latitude,latitude_ref,longitude,longitude_ref,altitude,altitude_ref,speed
2024-09-08 17:28:05,2024_09_08_17_28_05_173_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.373235,S,-66.162486,W,2617.2001,b'\x00',30.3806
2024-09-08 17:28:08,2024_09_08_17_28_08_168_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3734508,S,-66.1624302,W,2617.2001,b'\x00',30.038
2024-09-08 17:33:11,2024_09_08_17_33_11_189_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3889082,S,-66.15961220000001,W,2606.7001,b'\x00',32.6169
2024-09-08 17:33:13,2024_09_08_17_33_13_123_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3890633,S,-66.1595789,W,2606.7001,b'\x00',32.5757
2024-09-08 17:35:32,2024_09_08_17_35_32_169_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3942565,S,-66.1586091,W,2606.7001,b'\x00',32.697
2024-09-08 17:40:13,2024_09_08_17_40_13_158_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.39966,S,-66.1564208,W,2605.2001,b'\x00',13.2418
2024-09-08 17:42:17,2024_09_08_17_42_17_148_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3980425,S,-66.15789480000001,W,2605.1,b'\x00',19.2959
2024-09-08 17:42:19,2024_09_08_17_42_19_147_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3979453,S,-66.15792230000001,W,2605.1,b'\x00',22.961
2024-09-08 17:42:57,2024_09_08_17_42_57_096_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.396022,S,-66.15822680000001,W,2605.4001,b'\x00',9.8143
2024-09-08 17:43:04,2024_09_08_17_43_04_158_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3959573,S,-66.15823710000001,W,2606.1,b'\x00',3.5844
2024-09-08 17:43:07,2024_09_08_17_43_07_191_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3958434,S,-66.1582566,W,2606.1,b'\x00',13.4293
2024-09-08 17:43:08,2024_09_08_17_43_08_142_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.395792,S,-66.1582726,W,2606.1,b'\x00',14.9565
2024-09-08 17:46:32,2024_09_08_17_46_32_087_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.392613,S,-66.15936160000001,W,2620.4001,b'\x00',19.1217
2024-09-08 17:46:33,2024_09_08_17_46_33_153_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.3926099,S,-66.15941640000001,W,2620.4001,b'\x00',19.5277
2024-09-08 17:46:33,2024_09_08_17_46_33_153_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3926099,S,-66.15941640000001,W,2620.4001,b'\x00',19.5277
2024-09-08 17:46:35,2024_09_08_17_46_35_116_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3926362,S,-66.15953520000001,W,2620.4001,b'\x00',21.3991
2024-09-08 17:46:36,2024_09_08_17_46_36_082_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3926527,S,-66.15959360000001,W,2620.4001,b'\x00',20.9393
2024-09-08 17:46:37,2024_09_08_17_46_37_183_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.392668999999998,S,-66.1596499,W,2620.4001,b'\x00',19.3334
2024-09-08 17:51:25,2024_09_08_17_51_25_190_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.392904899999998,S,-66.16082250000001,W,2603.5,b'\x00',22.7907
2024-09-08 17:51:25,2024_09_08_17_51_25_190_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.392904899999998,S,-66.16082250000001,W,2603.5,b'\x00',22.7907
2024-09-08 17:51:26,2024_09_08_17_51_26_155_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3928984,S,-66.16076240000001,W,2603.5,b'\x00',22.429
2024-09-08 17:51:27,2024_09_08_17_51_27_172_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.3928931,S,-66.1606989,W,2603.5,b'\x00',24.3226
2024-09-08 17:51:28,2024_09_08_17_51_28_139_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.3928871,S,-66.16063410000001,W,2603.5,b'\x00',24.5826
2024-09-08 17:51:28,2024_09_08_17_51_28_139_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3928871,S,-66.16063410000001,W,2603.5,b'\x00',24.5826
2024-09-08 17:51:29,2024_09_08_17_51_29_102_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3928752,S,-66.16057740000001,W,2603.5,b'\x00',23.6998
2024-09-08 17:51:30,2024_09_08_17_51_30_120_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.392865099999998,S,-66.16052140000001,W,2603.5,b'\x00',23.5733
2024-09-08 17:51:31,2024_09_08_17_51_31_131_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.392858699999998,S,-66.1604645,W,2603.5,b'\x00',23.5967
2024-09-08 17:55:04,2024_09_08_17_55_04_089_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3914386,S,-66.1525355,W,2609.5,b'\x00',10.4104
2024-09-08 18:23:51,2024_09_08_18_23_51_114_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.3697873,S,-66.16410780000001,W,2617.7575,b'\x00',12.782
2024-09-08 18:23:53,2024_09_08_18_23_53_147_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.3698834,S,-66.16410090000001,W,2617.6765,b'\x00',17.1665
2024-09-08 18:23:54,2024_09_08_18_23_54_142_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.3699226,S,-66.1640981,W,2617.4523,b'\x00',15.7795
2024-09-08 18:27:28,2024_09_08_18_27_28_147_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-u,-17.3716172,S,-66.17540050000001,W,2623.4775,b'\x00',27.6631
2024-09-09 09:12:42,2024_09_09_09_12_42_278_-0400_1280x1280.left-region.jpg,1280,1280,"zona-escolar,prohibido-girar-izquierda",-17.417309200000002,S,-66.157308,W,2600.3,b'\x00',31.225
2024-09-09 09:12:42,2024_09_09_09_12_42_278_-0400_1280x1280.right-region.jpg,1280,1280,"zona-escolar,prohibido-girar-izquierda",-17.417309200000002,S,-66.157308,W,2600.3,b'\x00',31.225
2024-09-09 09:12:43,2024_09_09_09_12_43_353_-0400_1280x1280.right-region.jpg,1280,1280,"zona-escolar,prohibido-girar-izquierda",-17.4172373,S,-66.15729370000001,W,2600.3,b'\x00',28.9552
2024-09-09 09:12:44,2024_09_09_09_12_44_286_-0400_1280x1280.left-region.jpg,1280,1280,"prohibido-girar-izquierda,zona-escolar",-17.417175,S,-66.15727910000001,W,2600.3,b'\x00',27.5477
2024-09-09 09:12:44,2024_09_09_09_12_44_286_-0400_1280x1280.right-region.jpg,1280,1280,"zona-escolar,prohibido-girar-izquierda",-17.417175,S,-66.15727910000001,W,2600.3,b'\x00',27.5477
2024-09-09 09:12:45,2024_09_09_09_12_45_353_-0400_1280x1280.left-region.jpg,1280,1280,"prohibido-girar-izquierda,zona-escolar",-17.417118000000002,S,-66.157269,W,2600.3,b'\x00',25.4698
2024-09-09 09:12:45,2024_09_09_09_12_45_353_-0400_1280x1280.right-region.jpg,1280,1280,"zona-escolar,prohibido-girar-izquierda",-17.417118000000002,S,-66.157269,W,2600.3,b'\x00',25.4698
2024-09-09 09:12:47,2024_09_09_09_12_47_283_-0400_1280x1280.left-region.jpg,1280,1280,"zona-escolar,prohibido-girar-izquierda",-17.417033,S,-66.1572513,W,2600.3,b'\x00',18.0948
2024-09-09 09:12:47,2024_09_09_09_12_47_283_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.417033,S,-66.1572513,W,2600.3,b'\x00',18.0948
2024-09-09 09:12:48,2024_09_09_09_12_48_347_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.4170011,S,-66.15724150000001,W,2600.3,b'\x00',15.9183
2024-09-09 09:12:50,2024_09_09_09_12_50_245_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.4169646,S,-66.15721590000001,W,2599.5,b'\x00',11.6975
2024-09-09 09:12:54,2024_09_09_09_12_54_243_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.4169221,S,-66.1572246,W,2599.5,b'\x00',11.0782
2024-09-09 09:12:55,2024_09_09_09_12_55_305_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.4168938,S,-66.1572167,W,2599.5,b'\x00',12.2743
2024-09-09 09:13:52,2024_09_09_09_13_52_347_-0400_1280x1280.right-region.jpg,1280,1280,limite-velocidad-40,-17.412675,S,-66.1564436,W,2599.5,b'\x00',31.1265
2024-09-09 09:13:54,2024_09_09_09_13_54_265_-0400_1280x1280.right-region.jpg,1280,1280,limite-velocidad-40,-17.412513699999998,S,-66.15641260000001,W,2599.5,b'\x00',33.2543
2024-09-09 09:14:14,2024_09_09_09_14_14_327_-0400_1280x1280.left-region.jpg,1280,1280,limite-velocidad-20,-17.411227999999998,S,-66.1560642,W,2599.5,b'\x00',27.1084
2024-09-09 09:14:15,2024_09_09_09_14_15_293_-0400_1280x1280.left-region.jpg,1280,1280,limite-velocidad-20,-17.411158099999998,S,-66.1560503,W,2599.5,b'\x00',27.8991
2024-09-09 09:14:16,2024_09_09_09_14_16_362_-0400_1280x1280.left-region.jpg,1280,1280,limite-velocidad-20,-17.411088499999998,S,-66.15603920000001,W,2599.5,b'\x00',27.3243
2024-09-09 09:14:17,2024_09_09_09_14_17_324_-0400_1280x1280.left-region.jpg,1280,1280,limite-velocidad-20,-17.4110165,S,-66.1560305,W,2602.0781,b'\x00',29.6187
2024-09-09 09:20:52,2024_09_09_09_20_52_342_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3970439,S,-66.1591746,W,2604.6,b'\x00',16.522
2024-09-09 09:21:42,2024_09_09_09_21_42_268_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3961069,S,-66.1581956,W,2605.5,b'\x00',22.5916
2024-09-09 09:21:42,2024_09_09_09_21_42_268_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3961069,S,-66.1581956,W,2605.5,b'\x00',22.5916
2024-09-09 09:21:43,2024_09_09_09_21_43_336_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3960448,S,-66.15820430000001,W,2605.5,b'\x00',21.0486
2024-09-09 09:21:43,2024_09_09_09_21_43_336_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3960448,S,-66.15820430000001,W,2605.5,b'\x00',21.0486
2024-09-09 09:21:46,2024_09_09_09_21_46_297_-0400_1280x1280.left-region.jpg,1280,1280,"zona-escolar,prohibido-girar-izquierda",-17.3959296,S,-66.15822270000001,W,2605.5,b'\x00',8.3999
2024-09-09 09:21:46,2024_09_09_09_21_46_297_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3959296,S,-66.15822270000001,W,2605.5,b'\x00',8.3999
2024-09-09 09:21:48,2024_09_09_09_21_48_264_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3958874,S,-66.1582274,W,2606.1,b'\x00',5.7525
2024-09-09 09:21:52,2024_09_09_09_21_52_275_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.395781799999998,S,-66.15824260000001,W,2606.1,b'\x00',13.4843
2024-09-09 09:22:19,2024_09_09_09_22_19_315_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3939658,S,-66.15860470000001,W,2606.1,b'\x00',26.9959
2024-09-09 09:22:21,2024_09_09_09_22_21_281_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3938702,S,-66.15862010000001,W,2606.1,b'\x00',19.0687
2024-09-09 09:22:21,2024_09_09_09_22_21_281_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3938702,S,-66.15862010000001,W,2606.1,b'\x00',19.0687
2024-09-09 09:22:22,2024_09_09_09_22_22_279_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3938325,S,-66.1586242,W,2606.1,b'\x00',17.9743
2024-09-09 09:22:22,2024_09_09_09_22_22_279_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3938325,S,-66.1586242,W,2606.1,b'\x00',17.9743
2024-09-09 09:22:25,2024_09_09_09_22_25_274_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3937961,S,-66.1586304,W,2606.5,b'\x00',7.4932
2024-09-09 09:22:27,2024_09_09_09_22_27_304_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3937599,S,-66.1586357,W,2606.5,b'\x00',12.4028
2024-09-09 09:22:28,2024_09_09_09_22_28_338_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3937313,S,-66.1586465,W,2606.5,b'\x00',12.98
2024-09-09 09:23:39,2024_09_09_09_23_39_264_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.3907615,S,-66.1592081,W,2606.2001,b'\x00',32.2625
2024-09-09 09:29:10,2024_09_09_09_29_10_252_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.374527,S,-66.16207920000001,W,2612.4001,b'\x00',31.8099
2024-09-09 09:29:11,2024_09_09_09_29_11_319_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3744475,S,-66.1621068,W,2612.4001,b'\x00',30.1725
2024-09-09 09:29:13,2024_09_09_09_29_13_321_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3743101,S,-66.16216030000001,W,2612.4001,b'\x00',26.4924
2024-09-09 09:29:14,2024_09_09_09_29_14_281_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3742501,S,-66.16217950000001,W,2612.4001,b'\x00',23.2459
2024-09-09 09:29:15,2024_09_09_09_29_15_280_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.374200300000002,S,-66.1621921,W,2612.4001,b'\x00',20.3411
2024-09-09 09:29:16,2024_09_09_09_29_16_249_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.3741486,S,-66.16220600000001,W,2612.4001,b'\x00',19.8493
2024-09-09 11:46:14,2024_09_09_11_46_14_219_-0400_1280x1280.left-region.jpg,1280,1280,"zona-escolar,prohibido-girar-izquierda",-17.4171589,S,-66.15723200000001,W,2599.6,b'\x00',29.3542
2024-09-09 11:46:15,2024_09_09_11_46_15_254_-0400_1280x1280.right-region.jpg,1280,1280,prohibido-girar-izquierda,-17.417078500000002,S,-66.1572168,W,2599.6,b'\x00',30.1155
2024-09-09 11:46:16,2024_09_09_11_46_16_249_-0400_1280x1280.left-region.jpg,1280,1280,prohibido-girar-izquierda,-17.4170045,S,-66.15720730000001,W,2599.6,b'\x00',31.3561
2024-09-09 13:14:22,2024_09_09_13_14_22_267_-0400_1280x1280.left-region.jpg,1280,1280,limite-velocidad-40,-17.411491299999998,S,-66.1562062,W,2604.8,b'\x00',37.1841
2024-09-09 13:14:23,2024_09_09_13_14_23_305_-0400 (40 Km)_1280x1280.left-region.jpg,1280,1280,limite-velocidad-40,-17.4115836,S,-66.15623810000001,W,2604.8,b'\x00',37.1556
2024-09-09 13:14:23,2024_09_09_13_14_23_305_-0400_1280x1280.left-region.jpg,1280,1280,limite-velocidad-40,-17.4115836,S,-66.15623810000001,W,2604.8,b'\x00',37.1556
2024-09-09 13:16:05,2024_09_09_13_16_05_275_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.419565300000002,S,-66.15770450000001,W,2599.4001,b'\x00',32.4282
2024-09-09 13:16:07,2024_09_09_13_16_07_171_-0400_1280x1280.left-region.jpg,1280,1280,"zona-escolar,zona-escolar",-17.4197028,S,-66.1577249,W,2599.4001,b'\x00',25.6226
2024-09-09 13:16:07,2024_09_09_13_16_07_171_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4197028,S,-66.1577249,W,2599.4001,b'\x00',25.6226
2024-09-09 13:16:08,2024_09_09_13_16_08_240_-0400_1280x1280.left-region.jpg,1280,1280,"zona-escolar,zona-escolar",-17.4197543,S,-66.15773440000001,W,2599.4001,b'\x00',22.704
2024-09-09 13:16:08,2024_09_09_13_16_08_240_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4197543,S,-66.15773440000001,W,2599.4001,b'\x00',22.704
2024-09-09 13:16:09,2024_09_09_13_16_09_273_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4198092,S,-66.1577431,W,2599.4001,b'\x00',23.2402
2024-09-09 13:16:10,2024_09_09_13_16_10_236_-0400_1280x1280.left-region.jpg,1280,1280,"zona-escolar,zona-escolar",-17.419855700000003,S,-66.15774900000001,W,2599.4001,b'\x00',19.0978
2024-09-09 13:16:10,2024_09_09_13_16_10_236_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.419855700000003,S,-66.15774900000001,W,2599.4001,b'\x00',19.0978
2024-09-09 13:16:11,2024_09_09_13_16_11_206_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.419901,S,-66.1577548,W,2599.4001,b'\x00',19.4672
2024-09-09 13:16:38,2024_09_09_13_16_38_289_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4203929,S,-66.1581431,W,2600.0,b'\x00',5.0024
2024-09-09 13:16:41,2024_09_09_13_16_41_244_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.420429300000002,S,-66.1581197,W,2600.0,b'\x00',6.4967
2024-09-09 13:16:43,2024_09_09_13_16_43_280_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.420465,S,-66.15810230000001,W,2600.1,b'\x00',6.4851
2024-09-09 13:16:45,2024_09_09_13_16_45_278_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.4204952,S,-66.1581039,W,2600.1,b'\x00',6.9751
2024-09-09 13:16:48,2024_09_09_13_16_48_308_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4205232,S,-66.1580967,W,2600.1,b'\x00',2.6796
2024-09-09 13:16:55,2024_09_09_13_16_55_287_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4205462,S,-66.15808120000001,W,2600.2001,b'\x00',0.9357
2024-09-09 13:17:19,2024_09_09_13_17_19_254_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.420573,S,-66.15808820000001,W,2600.1,b'\x00',3.534
2024-09-09 13:17:21,2024_09_09_13_17_21_306_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.420602900000002,S,-66.1580857,W,2600.1,b'\x00',5.6493
2024-09-10 12:18:18,2024_09_10_12_18_18_446_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.428997900000002,S,-66.159563,W,2596.4001,b'\x00',25.6008
2024-09-10 12:28:34,2024_09_10_12_28_34_501_-0400_1280x1280.right-region.jpg,1280,1280,limite-velocidad-30,-17.418904400000002,S,-66.1593773,W,2598.4001,b'\x00',24.0459
2024-09-10 12:28:35,2024_09_10_12_28_35_501_-0400_1280x1280.right-region.jpg,1280,1280,limite-velocidad-30,-17.4189534,S,-66.1593326,W,2598.4001,b'\x00',27.1064
2024-09-10 12:29:03,2024_09_10_12_29_03_485_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4203809,S,-66.15815450000001,W,2600.1,b'\x00',8.859
2024-09-10 12:29:06,2024_09_10_12_29_06_503_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.420403800000003,S,-66.1581321,W,2600.1,b'\x00',3.4995
2024-09-10 12:29:35,2024_09_10_12_29_35_503_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.4210995,S,-66.157892,W,2600.1,b'\x00',2.596
2024-09-10 12:29:35,2024_09_10_12_29_35_503_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4210995,S,-66.157892,W,2600.1,b'\x00',2.596
2024-09-10 12:29:38,2024_09_10_12_29_38_499_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.4211402,S,-66.15790100000001,W,2600.1,b'\x00',7.3985
2024-09-10 12:29:40,2024_09_10_12_29_40_497_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.421200600000002,S,-66.1579095,W,2600.1,b'\x00',13.7493
2024-09-10 12:31:54,2024_09_10_12_31_54_513_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.427395500000003,S,-66.15923140000001,W,2598.8,b'\x00',2.8979
2024-09-10 12:31:54,2024_09_10_12_31_54_513_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.427395500000003,S,-66.15923140000001,W,2598.8,b'\x00',2.8979
2024-09-10 12:32:14,2024_09_10_12_32_14_457_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.427427,S,-66.1592401,W,2598.8,b'\x00',6.8725
2024-09-10 12:32:14,2024_09_10_12_32_14_457_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.427427,S,-66.1592401,W,2598.8,b'\x00',6.8725
2024-09-10 12:32:15,2024_09_10_12_32_15_532_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.427454700000002,S,-66.15924740000001,W,2598.8,b'\x00',13.5994
2024-09-10 12:32:18,2024_09_10_12_32_18_560_-0400_1280x1280.left-region.jpg,1280,1280,zona-escolar,-17.4275752,S,-66.1592789,W,2598.8,b'\x00',19.1047
2024-09-10 12:32:20,2024_09_10_12_32_20_493_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.427664800000002,S,-66.1593064,W,2598.8,b'\x00',19.5119
2024-09-10 12:32:21,2024_09_10_12_32_21_560_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.4277109,S,-66.15931710000001,W,2598.8,b'\x00',19.26
2024-09-10 12:32:23,2024_09_10_12_32_23_526_-0400_1280x1280.right-region.jpg,1280,1280,zona-escolar,-17.427799,S,-66.1593496,W,2598.8,b'\x00',19.2957
